id,spelling,char_set_str
11904,destined,deinst
11905,detachment,acdehmnt
11906,detailed,adeilt
11907,detention,deinot
11908,determined,deimnrt
11909,deterrent,denrt
11910,detriment,deimnrt
11911,devastating,adeginstv
11912,devastation,adeinostv
11913,developer,deloprv
11914,development,delmnoptv
11915,developmental,adelmnoptv
11916,devotion,deinotv
11917,diagnosis,adginos
11918,dialogue,adegilou
11919,diesel,deils
11920,dietary,adeirty
11921,differentiation,adefinort
11922,diffusion,dfinosu
11923,digestive,degistv
11924,dignify,dfginy
11925,dilution,dilnotu
11926,dime,deim
11927,dimensional,adeilmnos
11928,diner,deinr
11929,dinosaur,adinorsu
11930,dioxide,deiox
11931,diplomacy,acdilmopy
11932,diplomat,adilmopt
11933,disability,abdilsty
11934,disabled,abdeils
11935,disagree,adegirs
11936,disagreement,adegimnrst
11937,disappearance,acdeinprs
11938,disappointing,adginopst
11939,disappointment,adeimnopst
11940,disapproval,adiloprsv
11941,disapprove,adeioprsv
11942,disarmament,adeimnrst
11943,disciplinary,acdilnprsy
11944,disciplined,cdeilnps
11945,disclosure,cdeilorsu
11946,disco,cdios
11947,discrimination,acdimnorst
11948,discussion,cdinosu
11949,disgusting,dginstu
11950,disintegration,adeginorst
11951,disk,diks
11952,dismissal,adilms
11953,displacement,acdeilmnpst
11954,disputable,abdeilpstu
11955,disruption,dinoprstu
11956,distil,dilst
11957,distinguishable,abdeghilnstu
11958,distortion,dinorst
11959,distraction,acdinorst
11960,distressful,defilrstu
11961,distribution,bdinorstu
11962,distributive,bdeirstuv
11963,diversify,defirsvy
11964,divisive,deisv
11965,doctoral,acdlort
11966,dole,delo
11967,dolphin,dhilnop
11968,dominance,acdeimno
11969,donation,adinot
11970,dormitory,dimorty
11971,dosage,adegos
11972,double,bdelou
11973,doubtful,bdflotu
11974,doubtless,bdelostu
11975,dough,dghou
11976,downgrade,adegnorw
11977,download,adlnow
11978,downstairs,adinorstw
11979,downwards,adnorsw
11980,dramatically,acdilmrty
11981,drastically,acdilrsty
11982,dreadful,adeflru
11983,dreamy,ademry
11984,dressing,deginrs
11985,dropout,doprtu
11986,drunkard,adknru
11987,drunken,deknru
11988,dryer,dery
11989,dub,bdu
11990,duly,dluy
11991,duplication,acdilnoptu
11992,durability,abdilrtuy
11993,dusty,dstuy
11994,dweller,delrw
11995,dying,dginy
11996,dynamics,acdimnsy
11997,earnings,aeginrs
11998,easily,aeilsy
11999,easter,aerst
12000,easy-going,-aeginosy
12001,ecological,acegilo
12002,economist,ceimnost
12003,ecosystem,cemosty
12004,educational,acdeilnotu
12005,educator,acdeortu
12006,egg,eg
12007,eggplant,aeglnpt
12008,egoist,egiost
12009,eight,eghit
12010,eighteen,eghint
12011,eighth,eghit
12012,eighty,eghity
12013,ejection,ceijnot
12014,elasticity,aceilsty
12015,election,ceilnot
12016,elective,ceiltv
12017,electoral,acelort
12018,electric,ceilrt
12019,electronically,aceilnorty
12020,electronics,ceilnorst
12021,elegance,acegln
12022,elevation,aeilnotv
12023,eleven,elnv
12024,eligibility,begilty
12025,elimination,aeilmnot
12026,email,aeilm
12027,emancipation,aceimnopt
12028,embarrassment,abemnrst
12029,embroidery,bdeimory
12030,emergence,cegmnr
12031,emigrant,aegimnrt
12032,emigration,aegimnort
12033,emission,eimnos
12034,emotional,aeilmnot
12035,emphasise,aehimps
12036,emphasize,aehimpsz
12037,empress,emprs
12038,emptiness,eimnpst
12039,emulation,aeilmnotu
12040,enactment,acemnt
12041,encouragement,acegmnortu
12042,encouraging,aceginoru
12043,encyclopaedia,acdeilnopy
12044,endanger,adegnr
12045,endeavour,adenoruv
12046,endless,delns
12047,endorsement,demnorst
12048,endowment,demnotw
12049,energetically,acegilnrty
12050,enforcement,cefmnort
12051,enhancement,acehmnt
12052,enjoy,ejnoy
12053,enjoyable,abejlnoy
12054,enjoyment,ejmnoty
12055,enlightenment,eghilmnt
12056,enough,eghnou
12057,enquiry,einqruy
12058,enrol,elnor
12059,enrollment,elmnort
12060,enrolment,elmnort
12061,enterprising,eginprst
12062,entertaining,aeginrt
12063,enthusiast,aehinstu
12064,enthusiastically,acehilnstuy
12065,entrepreneurial,aeilnprtu
12066,envelop,elnopv
12067,envious,einosuv
12068,environmental,aeilmnortv
12069,environmentalist,aeilmnorstv
12070,envoy,enovy
12071,equally,aelquy
12072,equitable,abeilqtu
12073,equivalence,aceilnquv
12074,eradication,acdeinort
12075,eraser,aers
12076,erection,ceinort
12077,erode,deor
12078,erosive,eiorsv
12079,eruption,einoprtu
12080,escalator,acelorst
12081,essayist,aeisty
12082,esthetic,cehist
12083,esthetics,cehist
12084,estimation,aeimnost
12085,eternity,einrty
12086,ethic,cehit
12087,euro,eoru
12088,evacuation,aceinotuv
12089,evaporation,aeinoprtv
12090,evening,eginv
12091,evenly,elnvy
12092,eventful,eflntuv
12093,eventual,aelntuv
12094,eventuality,aeilntuvy
12095,every,ervy
12096,everybody,bdeorvy
12097,everyday,adervy
12098,everyone,enorvy
12099,everything,eghinrtvy
12100,everywhere,ehrvwy
12101,evolutionary,aeilnortuvy
12102,examination,aeimnotx
12103,examinee,aeimnx
12104,examiner,aeimnrx
12105,excellence,celnx
12106,except,ceptx
12107,exclamatory,acelmortxy
12108,exclusion,ceilnosux
12109,execution,ceinotux
12110,exemption,eimnoptx
12111,exertion,einortx
12112,exhaustion,aehinostux
12113,existent,einstx
12114,existing,eginstx
12115,expectancy,acenptxy
12116,experienced,cdeinprx
12117,explanatory,aelnoprtxy
12118,exploitation,aeilnoptx
12119,exploration,aeilnoprtx
12120,explore,eloprx
12121,exportation,aeinoprtx
12122,expressive,eiprsvx
12123,expressway,aeprswxy
12124,extended,dentx
12125,extraction,aceinortx
12126,extremity,eimrtxy
12127,fabrication,abcfinort
12128,facial,acfil
12129,facilitation,acfilnot
12130,false,aefls
12131,familiarise,aefilmrs
12132,familiarize,aefilmrz
12133,family,afilmy
12134,farming,afgimnr
12135,fascinating,acfginst
12136,fascination,acfinost
12137,fascism,acfims
12138,fascist,acfist
12139,fatality,afilty
12140,fatherly,aefhlrty
12141,favour,aforuv
12142,favourable,abefloruv
12143,favourite,aefiortuv
12144,feasibility,abefilsty
12145,february,abefruy
12146,feminism,efimns
12147,fertiliser,efilrst
12148,fertility,efilrty
12149,feverish,efhirsv
12150,fibre,befir
12151,fictional,acfilnot
12152,fifteen,efint
12153,fifth,fhit
12154,fifty,fity
12155,filling,fgiln
12156,finalise,aefilns
12157,finalize,aefilnz
12158,fingerprint,efginprt
12159,fireworks,efikorsw
12160,first,first
12161,firstly,filrsty
12162,fish,fhis
12163,fishing,fghins
12164,five,efiv
12165,fixation,afinotx
12166,fixed,defix
12167,flank,afkln
12168,flattery,aeflrty
12169,flavour,afloruv
12170,flawless,aeflsw
12171,flexibility,befiltxy
12172,flirtation,afilnort
12173,fluctuation,acfilnotu
12174,fluency,ceflnuy
12175,foe,efo
12176,foggy,fgoy
12177,football,abflot
12178,footprint,finoprt
12179,for,for
12180,forceful,cefloru
12181,foreseeable,abeflors
12182,foretell,eflort
12183,forever,eforv
12184,forgetful,efglortu
12185,forgettable,abefglort
12186,forgiving,fginorv
12187,formulation,afilmnortu
12188,fortification,acfinort
12189,forty,forty
12190,founding,dfginou
12191,four,foru
12192,fourteen,efnortu
12193,fox,fox
12194,fragility,afgilrty
12195,fragmentary,aefgmnrty
12196,fragmentation,aefgimnort
12197,franchise,acefhinrs
12198,frantically,acfilnrty
12199,freeway,aefrwy
12200,freshman,aefhmnrs
12201,friday,adfiry
12202,friend,definr
12203,friendship,defhinprs
12204,frosty,forsty
12205,frustrating,afginrstu
12206,frustration,afinorstu
12207,fuck,cfku
12208,fulfillment,efilmntu
12209,fulfilment,efilmntu
12210,fun,fnu
12211,funding,dfginu
12212,gadgetry,adegrty
12213,gangster,aegnrst
12214,gardener,adegnr
12215,gardening,adeginr
12216,gathering,aeghinrt
12217,generalise,aegilnrs
12218,generally,aeglnry
12219,genetically,acegilnty
12220,geographic,aceghiopr
12221,geographically,aceghilopry
12222,geological,acegilo
12223,geologically,acegiloy
12224,geometric,cegimort
12225,geometrically,acegilmorty
12226,gifted,defgit
12227,girl,gilr
12228,given,eginv
12229,glacier,acegilr
12230,glamour,aglmoru
12231,glamourous,aglmorsu
12232,gland,adgln
12233,glider,degilr
12234,globalise,abegilos
12235,globalize,abegiloz
12236,god,dgo
12237,goodbye,bdegoy
12238,gradually,adglruy
12239,graduation,adginortu
12240,gram,agmr
12241,grammatical,acgilmrt
12242,grandchild,acdghilnr
12243,grandchildren,acdeghilnr
12244,granddaughter,adeghnrtu
12245,grandfather,adefghnrt
12246,grandmother,adeghmnort
12247,grandparent,adegnprt
12248,grandson,adgnors
12249,granted,adegnrt
12250,graphically,acghilpry
12251,grassy,agrsy
12252,gravitation,aginortv
12253,gray,agry
12254,greasy,aegrsy
12255,great,aegrt
12256,greed,degr
12257,grid,dgir
12258,grocery,cegory
12259,guardian,adginru
12260,guess,egsu
12261,guitarist,agirstu
12262,gun,gnu
12263,gym,gmy
12264,habitual,abhiltu
12265,hacker,acehkr
12266,hairy,ahiry
12267,halfway,afhlwy
12268,handicapped,acdehinp
12269,handicraft,acdfhinrt
12270,happily,ahilpy
12271,happiness,aehinps
12272,happy,ahpy
12273,harbour,abhoru
12274,harmful,afhlmru
12275,harmless,aehlmrs
12276,harmonious,ahimnorsu
12277,hateful,aefhltu
12278,haze,aehz
12279,headmistress,adehimrst
12280,healthful,aefhltu
12281,heartfelt,aefhlrt
12282,hearty,aehrty
12283,heated,adeht
12284,heating,aeghint
12285,hectare,acehrt
12286,heiress,ehirs
12287,hello,ehlo
12288,help,ehlp
12289,helpless,ehlps
12290,helplessly,ehlpsy
12291,her,ehr
12292,herbal,abehlr
12293,hereby,behry
12294,heroism,ehimors
12295,hers,ehrs
12296,herself,efhlrs
12297,hesitant,aehinst
12298,hesitation,aehinost
12299,hi,hi
12300,hibernation,abehinort
12301,hiding,dghin
12302,hierarchical,acehilr
12303,high-tech,-ceghit
12304,hilly,hily
12305,him,him
12306,himself,efhilms
12307,hindrance,acdehinr
12308,his,his
12309,historic,chiorst
12310,hockey,cehkoy
12311,holiday,adhiloy
12312,holiness,ehilnos
12313,homeland,adehlmno
12314,homeless,ehlmos
12315,homo,hmo
12316,homosexual,aehlmosux
12317,honesty,ehnosty
12318,honeymoon,ehmnoy
12319,honorary,ahnory
12320,honour,hnoru
12321,honourable,abehlnoru
12322,honourary,ahnoruy
12323,hopeless,ehlops
12324,horrify,fhiory
12325,horse,ehors
12326,hospitalize,aehilopstz
12327,hotdog,dghot
12328,hour,horu
12329,hourly,hloruy
12330,humanism,ahimnsu
12331,humanist,ahimnstu
12332,humanitarian,ahimnrtu
12333,humbly,bhlmuy
12334,humiliation,ahilmnotu
12335,humour,hmoru
12336,humourous,hmorsu
12337,hunter,ehnrtu
12338,hunting,ghintu
12339,hurriedly,dehilruy
12340,hurtful,fhlrtu
12341,hygienic,ceghiny
12342,i,i
12343,ice-cream,-aceimr
12344,iceberg,bcegir
12345,icy,ciy
12346,idealism,adeilms
12347,idealistic,acdeilst
12348,ideological,acdegilo
12349,idiomatic,acdimot
12350,idiotic,cdiot
12351,idly,dily
12352,ignition,ginot
12353,illiteracy,aceilrty
12354,illumination,ailmnotu
12355,illustrative,aeilrstuv
12356,imaging,agimn
12357,immediately,adeilmty
12358,immensely,eilmnsy
12359,immersion,eimnors
12360,immigrate,aegimrt
12361,immigration,agimnort
12362,immunise,eimnsu
12363,impatience,aceimnpt
12364,imperialism,aeilmprs
12365,imperialist,aeilmprst
12366,implementation,aeilmnopt
12367,importance,aceimnoprt
12368,importation,aimnoprt
12369,imposition,imnopst
12370,impossibility,bilmopsty
12371,imprison,imnoprs
12372,imprisonment,eimnoprst
12373,inauguration,aginortu
12374,incidental,acdeilnt
12375,inclination,acilnot
12376,inclined,cdeiln
12377,including,cdgilnu
12378,inclusion,cilnosu
12379,incorporation,acinoprt
12380,incredibly,bcdeilnry
12381,indefinite,defint
12382,indicator,acdinort
12383,indictment,cdeimnt
12384,indifference,cdefinr
12385,individualism,adilmnsuv
12386,indoors,dinors
12387,inducement,cdeimntu
12388,indulgence,cdegilnu
12389,indulgent,degilntu
12390,industrialise,adeilnrstu
12391,inferiority,efinorty
12392,infinitive,efintv
12393,influenza,aefilnuz
12394,informant,afimnort
12395,informative,aefimnortv
12396,infringement,efgimnrt
12397,inheritance,acehinrt
12398,inhibition,bhinot
12399,initially,ailnty
12400,initiation,ainot
12401,inmate,aeimnt
12402,innovate,aeinotv
12403,inquire,einqru
12404,insertion,einorst
12405,insightful,fghilnstu
12406,insistence,ceinst
12407,insistent,einst
12408,inspector,ceinoprst
12409,inspirational,ailnoprst
12410,instal,ailnst
12411,instalation,ailnost
12412,instalment,aeilmnst
12413,institutional,ailnostu
12414,instructor,cinorstu
12415,insulation,ailnostu
12416,insulator,ailnorstu
12417,intake,aeiknt
12418,integration,aeginort
12419,interactive,aceinrtv
12420,interested,deinrst
12421,internet,einrt
12422,interpretation,aeinoprt
12423,interpreter,einprt
12424,interrogation,aeginort
12425,interruption,einoprtu
12426,intervention,einortv
12427,interviewee,einrtvw
12428,interviewer,einrtvw
12429,intimacy,acimnty
12430,intimidation,adimnot
12431,intrinsically,acilnrsty
12432,introductory,cdinortuy
12433,intruder,deinrtu
12434,intrusion,inorstu
12435,invader,adeinrv
12436,invasive,aeinsv
12437,inventor,einortv
12438,inversion,einorsv
12439,investigation,aeginostv
12440,investigator,aeginorstv
12441,investor,einorstv
12442,inviting,gintv
12443,involved,deilnov
12444,involvement,eilmnotv
12445,ironical,acilnor
12446,ironically,acilnory
12447,irrational,ailnort
12448,irregular,aegilru
12449,irrigation,aginort
12450,irritating,aginrt
12451,isolation,ailnost
12452,it,it
12453,jack,acjk
12454,jail,aijl
12455,january,ajnruy
12456,jeep,ejp
12457,jelly,ejly
12458,jeopardise,adeijoprs
12459,jetlag,aegjlt
12460,jewellery,ejlrwy
12461,jewelry,ejlrwy
12462,journalism,aijlmnorsu
12463,joyful,fjlouy
12464,joyous,josuy
12465,judgment,degjmntu
12466,judiciary,acdijruy
12467,juice,ceiju
12468,juicy,cijuy
12469,july,jluy
12470,june,ejnu
12471,juror,joru
12472,jury,jruy
12473,kilo,iklo
12474,kilogram,agiklmor
12475,kilogramme,aegiklmor
12476,kilometer,eiklmort
12477,knight,ghiknt
12478,knowhow,hknow
12479,knowledgeable,abdegklnow
12480,laboratory,ablorty
12481,laborious,abilorsu
12482,labour,abloru
12483,landing,adgiln
12484,landscape,acdelnps
12485,large,aeglr
12486,lass,als
12487,lastly,alsty
12488,lawful,afluw
12489,lawsuit,ailstuw
12490,laziness,aeilnsz
12491,leader,adelr
12492,learner,aelnr
12493,lecturer,celrtu
12494,leftist,efilst
12495,legalise,aegils
12496,legalize,aegilz
12497,legendary,adeglnry
12498,legislative,aegilstv
12499,legislator,aegilorst
12500,legitimacy,acegilmty
12501,leisurely,eilrsuy
12502,lemonade,adelmno
12503,lengthy,eghlnty
12504,lesbian,abeilns
12505,lesson,elnos
12506,liar,ailr
12507,liberation,abeilnort
12508,licence,ceiln
12509,lieutenant,aeilntu
12510,lighting,ghilnt
12511,like,eikl
12512,lily,ily
12513,lime,eilm
12514,limelight,eghilmt
12515,linkage,aegikln
12516,lioness,eilnos
12517,lipstick,ciklpst
12518,listener,eilnrst
12519,liter,eilrt
12520,livelihood,dehilov
12521,livestock,ceiklostv
12522,lobbyist,bilosty
12523,lodging,dgilno
12524,logistic,cgilost
12525,logistical,acgilost
12526,logo,glo
12527,loneliness,eilnos
12528,longitudinal,adgilnotu
12529,loot,lot
12530,lotion,ilnot
12531,loudly,dlouy
12532,lubrication,abcilnortu
12533,luminous,ilmnosu
12534,luncheon,cehlnou
12535,lyrical,acilry
12536,madam,adm
12537,madden,ademn
12538,magical,acgilm
12539,magnificence,acefgimn
12540,mainstream,aeimnrst
12541,makeup,aekmpu
12542,mall,alm
12543,man,amn
12544,manager,aegmnr
12545,managerial,aegilmnr
12546,manhood,adhmno
12547,manipulation,ailmnoptu
12548,manly,almny
12549,manoeuvre,aemnoruv
12550,manufacturer,acefmnrtu
12551,marathon,ahmnort
12552,marketing,aegikmnrt
12553,martyrdom,admorty
12554,marvellous,aelmorsuv
12555,marxism,aimrsx
12556,marxist,aimrstx
12557,masculinity,acilmnstuy
12558,massage,aegms
12559,mastery,aemrsty
12560,materialise,aeilmrst
12561,materialism,aeilmrst
12562,materialist,aeilmrst
12563,maternity,aeimnrty
12564,math,ahmt
12565,mathematics,acehimst
12566,maximal,ailmx
12567,maximise,aeimsx
12568,maybe,abemy
12569,meaningful,aefgilmnu
12570,measurable,abelmrsu
12571,measurement,aemnrstu
12572,meaty,aemty
12573,mechanisation,acehimnost
12574,mechanise,acehimns
12575,mechanization,acehimnotz
12576,mechanize,acehimnz
12577,media,adeim
12578,mediation,adeimnot
12579,mediator,adeimort
12580,medicare,acdeimr
12581,medication,acdeimnot
12582,medicinal,acdeilmn
12583,melodious,deilmosu
12584,memorise,eimors
12585,memorize,eimorz
12586,mentality,aeilmnty
12587,merciful,cefilmru
12588,merger,egmr
12589,merriment,eimnrt
12590,messy,emsy
12591,metabolic,abceilmot
12592,metallic,aceilmt
12593,metaphorical,acehilmoprt
12594,meter,emrt
12595,methodology,deghlmoty
12596,metro,emort
12597,microwavable,abceilmorvw
12598,microwave,aceimorvw
12599,midday,adimy
12600,middle-class,-acdeilms
12601,midnight,dghimnt
12602,midwife,defimw
12603,migrant,agimnrt
12604,migration,agimnort
12605,mileage,aegilm
12606,militancy,acilmnty
12607,milky,iklmy
12608,millimetre,eilmrt
12609,mindset,deimnst
12610,minimal,ailmn
12611,minimise,eimns
12612,mining,gimn
12613,ministerial,aeilmnrst
12614,misleading,adegilmns
12615,mistaken,aeikmnst
12616,mister,eimrst
12617,misty,imsty
12618,misunderstanding,adegimnrstu
12619,mixer,eimrx
12620,mobilise,beilmos
12621,moderation,adeimnort
12622,moderator,ademort
12623,modernisation,adeimnorst
12624,modernise,deimnors
12625,modernize,deimnorz
12626,modesty,demosty
12627,modification,acdfimnot
12628,modifier,defimor
12629,molecular,acelmoru
12630,mom,mo
12631,momentarily,aeilmnorty
12632,momentary,aemnorty
12633,mommy,moy
12634,monday,admnoy
12635,monkey,ekmnoy
12636,monopolise,eilmnops
12637,mop,mop
12638,motherly,ehlmorty
12639,motivation,aimnotv
12640,motorway,amortwy
12641,mouldy,dlmouy
12642,mounting,gimnotu
12643,mourning,gimnoru
12644,mouth,hmotu
12645,mouthful,fhlmotu
12646,mow,mow
12647,mule,elmu
12648,multilateral,aeilmrtu
12649,multiplication,acilmnoptu
12650,murderous,demorsu
12651,mythical,achilmty
12652,mythology,ghlmoty
12653,narrate,aenrt
12654,narration,ainort
12655,narrator,anort
12656,narrowly,alnorwy
12657,nationalism,ailmnost
12658,nationalist,ailnost
12659,nationwide,adeinotw
12660,naturally,alnrtuy
12661,necessarily,aceilnrsy
12662,neglectful,cefglntu
12663,negligent,egilnt
12664,negotiation,aeginot
12665,neighbour,beghinoru
12666,neighbourhood,bdeghinoru
12667,networking,egiknortw
12668,neutralise,aeilnrstu
12669,neutrality,aeilnrtuy
12670,newspaper,aenprsw
12671,nightly,ghilnty
12672,nine,ein
12673,nineteen,eint
12674,ninety,einty
12675,ninth,hint
12676,nobility,bilnoty
12677,nomination,aimnot
12678,nominee,eimno
12679,normalisation,ailmnorst
12680,normalise,aeilmnors
12681,normalize,aeilmnorz
12682,normally,almnory
12683,northeastern,aehnorst
12684,northwestern,ehnorstw
12685,nosy,nosy
12686,notation,ainot
12687,noteworthy,ehnortwy
12688,notification,acfinot
12689,notional,ailnot
12690,notoriety,einorty
12691,nourishment,ehimnorstu
12692,novelist,eilnostv
12693,november,bemnorv
12694,nudity,dintuy
12695,obesity,beiosty
12696,obliged,bdegilo
12697,obscene,bcenos
12698,obscenity,bceinosty
12699,observer,beorsv
12700,obtainment,abeimnot
12701,obviously,bilosuvy
12702,occasionally,acilnosy
12703,occupancy,acnopuy
12704,occupant,acnoptu
12705,occupational,acilnoptu
12706,oceanic,aceino
12707,october,bceort
12708,oddity,dioty
12709,odorous,dorsu
12710,odour,doru
12711,offence,cefno
12712,offender,defnor
12713,offense,efnos
12714,offering,efginor
12715,oftentimes,efimnost
12716,oily,iloy
12717,old-fashioned,-adefhilnos
12718,olive,eilov
12719,olympiad,adilmopy
12720,olympic,cilmopy
12721,olympics,cilmopsy
12722,omission,imnos
12723,on,no
12724,once,ceno
12725,ongoing,gino
12726,online,eilno
12727,onward,adnorw
12728,opener,enopr
12729,openly,elnopy
12730,opinion,inop
12731,opposition,inopst
12732,oppression,einoprs
12733,oppressive,eioprsv
12734,optic,ciopt
12735,optimal,ailmopt
12736,or,or
12737,orbital,abilort
12738,organisation,aginorst
12739,organisational,agilnorst
12740,organise,aeginors
12741,organization,aginortz
12742,organizational,agilnortz
12743,ornamental,aelmnort
12744,orphanage,aeghnopr
12745,other,ehort
12746,ought to, ghotu
12747,outdated,adeotu
12748,outdoors,dorstu
12749,outlaw,alotuw
12750,outrageous,aegorstu
12751,outsider,deiorstu
12752,outstanding,adginostu
